idi18n,dsmsgkey,dsenus,dsptbr,dseses
6c32f4dd-6b05-4e9b-9810-ec42a6f0413b,Label.memoryHealthy,Healthy,Saudável,Saludable
0100bb49-9d4b-41d6-ad1b-8901cb01a242,Label.memoryHeavy,Heavy,Pesado,Pesado
d1f1aff3-1a74-46f5-935f-d43a273ba202,Label.memoryInUse,Memory in use,Memória em uso,Memoria en uso
d0088094-9a82-436c-8425-36cd59e5e3c1,Label.memoryInUseExplanation,"This is the amount of memory being used by SmartComex. After long periods of use, the amount of memory in use can be very high, affecting application performance.","Esta é a quantidade de memória que está sendo usada pelo SmartComex. Após longos períodos de utilização, a quantidade de memória em uso pode ser muito alta, afetando o desempenho do aplicativo.
","Esta es la cantidad de memoria que está siendo utilizada por SmartComex. Después de largos períodos de uso, la cantidad de memoria en uso puede ser muy alta, afectando el rendimiento de la aplicación."
2415949f-c878-4029-b880-cc964a891c14,Label.memoryModerate,Moderate,Moderado,Moderado
9b1c6549-ba69-4f62-8aa2-b439d70b36ae,Label.merchantList,Merchant List,Lista da Mercante,Lista de comerciantes
a74f6323-75d0-4ff8-8f34-5d503c5c5620,Label.messageStatusInactive,This charge has 'Inactive' status in the charge register,Essa taxa está com status 'Inativo' no cadastro de taxas,Esta carga tiene estado 'Inactivo' en el registro de cargos
f8091b34-7699-4033-8ad1-5ac1f0e8b877,Label.min,Min,Min,"""Min"" does not have a clear meaning in English. It could be a shortened version of a longer word or a name. Please provide more context or information for an accurate translation"
55027cd8-60fa-412f-a257-05360010c807,Label.minProfit,Minimum Profit,Profit Mínimo,Ganancia mínima
eaa8d7bd-be08-4aa8-b957-1c6e9831a3ed,Label.minSevenChars,At least 7 characters,Ao menos 7 caracteres,Al menos 7 caracteres
296f15c8-ce8b-4e20-a7ee-7850b8d92c25,Label.minutesBeforeEvent,Minutes before event,Minutos antes do evento,Minutos antes del evento
f0a5fd7a-5d1d-4ba4-a271-0042e5805fc2,Label.mmsi,MMSI,MMSI,MMSI (Sistema de Identificación de Barcos y Estaciones Marítimas)
ea4ff1e2-c32d-441c-86ee-35377c171019,Label.modalities,Modalities,Modalidades,Modalidades
e966fb4e-8da3-11e7-bb31-be2e44b06b34,Label.modality,Modalities,Modalidades,Modalidades
c83cae19-6c4e-4387-b9a2-0bd8ba9f87be,Label.modules,Modules,Módulos,Módulos
9610dcdf-1777-4ca8-b986-dc90c295a399,Label.modulesToSubscribe,Modules available for subscription,Módulos disponíveis para assinatura,Módulos disponibles para suscripción
88949b7b-bcf9-4ad7-9752-bf5354bc16d0,Label.monday,Monday,Segunda,Lunes
5ed0dd98-4e46-4970-b8f8-696ba084efae,Label.month,Month,Mês,Mes
b816ce6f-970a-4b82-a690-3217dbed795d,Label.monthInterest,Interest/month,Juros/mês,Interés/mes
7e23f66a-d1f1-412f-a57b-a0bdd53cc1f3,Label.months,Months,Meses,Meses
0a7449cb-ede8-44d8-b909-abf5bcb4970a,Label.mooring-control,Mooring and Billing,Atracação e Faturamento,Amarre y facturación
027d4917-9327-4a2d-a8dc-436646b6c18b,Label.mooringTerminal,Mooring Terminal,Terminal de Atracação,Terminal de amarre
5da0c0c8-865e-11e7-bb31-be2e44b06b34,Label.more,More,Mais,Más
87569a7c-ea70-43e8-95bb-982e78aa66b8,Label.moreConfetti,More Confetti,Mais Confete,Más confeti
75ff97d2-0a3c-4c31-a07b-4c3ce628683c,Label.MS.SmtpSubmission,"Attention: If your company uses MS Office 365, please ensure that ""authenticated client SMTP submission"" is enabled in your account. Please go to: <a href=""{0}"" target=""_blank"">{1}</a>","Atenção: Caso sua empresa utilize MS Office 365, garanta que o ""envio SMTP do cliente autenticado"" está ativado na sua conta. Por favor acesse: <a href=""{0}"" target=""_blank"">{1}</a>","Atención: Si su empresa utiliza MS Office 365, asegúrese de que la ""presentación autenticada de SMTP del cliente"" esté habilitada en su cuenta. Por favor, vaya a: <a href=""{0}"" target=""_blank"">{1}</a>"
c21b3060-fcc8-4a4b-9969-955d9d2c37c0,Label.multimodal,Multimodal,Multimodal,Multimodal
8f6dd6d2-d05b-495e-b889-7b26807eb158,Label.municipalTaxNumber,Municipal Tax Number,Inscrição Municipal,Número de Impuesto Municipal
84fbe48f-6919-4376-b84d-c86e8387e127,Label.name,Name,Nome,Nombre
d20b9b90-0e54-433d-9a6e-b90bb9628d0d,Label.national,National,Nacional,Nacional
8948e484-68bf-4e27-827e-de42197ca71f,Label.nbAutoPlanLimit,Auto recharge on hit,Auto recarga ao atingir,Recarga automática al golpear
75e51cc8-36d0-4967-9178-66c7476da444,Label.nbCarrierDays,Carrier Days,Dias do Armador,Días del transportista
dcfd7737-665e-4fb3-9c3a-b7b4a0f5d622,Label.nbCourier,# Courier,Nº Courier,# Mensajero
6f9fe5ec-a581-4d2c-9d0b-88c12c0638e7,Label.nbCreditsLost,Amount of credits you will lost,Quantidade de créditos que você perderá,Cantidad de créditos que perderás
9ccaa791-27c5-4eb6-9a0e-5e78aa33b158,Label.nbCreditUnit,How much you pay for credit in this plan,Quanto você paga por crédito nesse plano,¿Cuánto pagas por el crédito en este plan?
ccb82886-5d33-416c-87d7-7d1bd00eb2e6,Label.nbCutOffHours,Cut Off (Working hours),Prazo (Horas úteis),Cierre (Horario de trabajo)
580cf19e-fe97-461e-98eb-5194cdc98cfa,Label.nbDays,{0} days,{0} dias,{0} días
87aea542-1f35-4274-8eb9-5ccf15fc54fd,Label.nbHouse,Number of houses,Quantidade de houses,Número de casas
22446b1c-7290-4074-ab43-867e11dc599a,Label.nbMaster,Number of masters,Quantidade de masters,Número de maestros
44b2f9aa-6dec-4a91-9af7-d1fa5ff8afda,Label.nbMaxWeight,Max Weight (Kg),Peso Máximo (Kg),Peso máximo (Kg)
cce41f2f-64df-45e5-b69d-b6896533b79b,Label.nbMonthsToExpend,Your recharge will be enough for,Sua recarga será suficiente para,Tu recarga será suficiente para
e9c3f888-542f-402c-bcfe-68905299bda0,Label.nbOrder,Order,Ordem,Orden
7bdcfdb7-17ff-476a-96be-c463a7f153dc,Label.nbPackages,Nº of packages,Nº de pacotes,Número de paquetes
62dae445-b8e2-4907-9a0b-2af464519546,Label.nbParcels,Qty of Parcels,Quantidade de Parcelas,Cantidad de paquetes
f546a50a-0d8f-46ed-a6f4-621677c93608,Label.nbQtInvoices,Invoice Amount,Qtde Invoices,Monto de la factura
e2cb56f9-d90e-49a0-8d15-c50a1e315b84,Label.nbTare,Tare (Kg),Tara (Kg),Tara (Kg)
2cbcf493-64f8-4f2e-ba6f-4ce48002af3f,Label.nbTracking,Tracking number,Número de rastreio,Número de seguimiento
57af3651-49cd-4e4c-ae8b-4eca8b7ebaed,Label.nbTransitTime,Transit Time (days),Transit Time (dias),Tiempo de tránsito (días)
695b104b-76a7-4d1d-a03c-ae52683dc7b6,Label.networking,Networking,Networking,Redes de comunicación
c3f5c6fa-2190-4fe0-80e0-0ae13ed79763,Label.networkingOfficeAffiliates,Networking affiliated offices,Escritórios afiliados ao networking,Oficinas afiliadas de redes
790ea923-c9a3-4e98-a1ad-0d855876ff9f,Label.networkings,Networkings,Networkings,Redes de contactos
76a3af35-ce76-4b69-b2b4-96eda2340dae,Label.new,New,Novo,Nuevo
464d6ff4-592a-4581-805a-6b80d2d66341,Label.newDeclaration,New Declaration,Nova Declaração,Nueva Declaración
cf8f7e93-bd0f-4e84-a938-d3f1a8727e10,Label.newFreightValue,New Freight Value,Novo Valor de Frete,Nuevo valor de carga
86827737-d431-4734-8dac-4118d322bdf3,Label.newManifest,New Manifest,Novo Manifesto,Nuevo Manifiesto
adb760ff-75fd-4c56-b94d-41b82170870e,Label.newOrReactivated,New/Reactivated,Novos/Reativados,Nuevo/Reactivado
4e447dc1-4937-49ab-8fda-88e9ddd7d0c8,Label.newPassword,New Password,Nova Senha,Nueva contraseña
ada68f37-4bbc-4617-912d-7056d0b833a5,Label.newPayment,New Payment,Novo Pagamento,Nuevo pago
06107d46-416c-4b73-a38f-1a22270fe680,Label.newPaymentMethod,New Payment Method,Nova Forma de Pagamento,Nuevo Método de Pago
1c029286-c80a-494f-8f1a-8d13a497151f,Label.newSalesPerson,New salesperson,Novo vendedor(a),Nuevo vendedor
80f8f202-248c-436e-9924-7dfe73e642f4,Label.newSearch,New Search,Nova Pesquisa,Nueva búsqueda
85fd0bb0-0ee5-4720-a2e2-43b57045332a,Label.newVersionNotification,Version {0} available.,Versão {0} disponível.,Versión {0} disponible.
a6c695a6-fcc9-475c-987c-60fc87581050,Label.newWidget,New widget,Novo widget,Nuevo widget
8b0a354f-c801-431f-9cc0-8384fd21201f,Label.next,Next,Avançar,Siguiente
c4432bc8-628f-4259-9b9c-cf20e07c1ab0,Label.nfe,NFe,Nota Fiscal Eletrônica,NFe (Nota Fiscal eletrônica) se traduce como Electronic Invoice en español
3e97c70c-ae6c-423f-bd12-e99998a01777,Label.nfeDescription,Services description,Discriminação dos Serviços,Descripción de servicios
7a6a9559-a941-4efa-bb9b-b0683db2d5f5,Label.nfeDigitalCertificateInfo,"The Digital Certificate is a legally valid signature that protects electronic transactions and other services over the Internet, enabling people and businesses to digitally identify and sign from anywhere in the world with greater security and speed.","O Certificado Digital é uma assinatura com validade jurídica que garante proteção às transações eletrônicas e outros serviços via internet, permitindo que pessoas e empresas se identifiquem e assinem digitalmente de qualquer lugar do mundo com mais segurança e agilidade.","El Certificado Digital es una firma legalmente válida que protege las transacciones electrónicas y otros servicios en Internet, permitiendo a personas y empresas identificarse y firmar digitalmente desde cualquier lugar del mundo con mayor seguridad y rapidez."
06ca058a-f6d6-428d-9f41-850a518daef5,Label.nfeDigitalCertificateNeeded,You need the digital certificate to emit NFes,Você precisa do certificado digital para emitir notas fiscais,Necesitas el certificado digital para emitir NFes
6c9f1e3f-5825-41e3-8537-6dc46384a1a6,Label.nfeInfo,"In SmartComex it is possible to generate NFe from an Invoice. To do this, register the necessary data.","No SmartComex é possível gerar Nota Fiscal à partir de uma Invoice. Para isso, cadastre os dados necessários.","En SmartComex es posible generar una NFe a partir de una factura. Para hacerlo, registre los datos necesarios."
209fbf32-b6e0-4c76-b992-6479ab9abd09,Label.nfeInvoiceDetails,NFe invoice detail,Detalhe da nota fiscal,Detalle de factura NFe
310f7de0-6d1b-49c6-82eb-81f7bbd9af06,Label.nfeName,Company Name,Razão Social,Nombre de la empresa
0ea777a8-273c-4d5f-99b8-8765e92b3905,Label.nfeNumber,#NF,#NF,No disponible (Not available)
ec7e9e7a-658d-47a7-a783-619fee623f36,Label.nfes,NFes,Notas fiscais,"NFes (Notas Fiscales eletrônicas) no tiene una traducción directa al español, pero se refiere a las facturas electrónicas emitidas en Brasil"
2235c6f5-e486-4158-82c2-4aa299df5467,Label.NifVat,TAX ID / NIF / VAT,CNPJ / CPF / NIF / VAT,Identificación fiscal / NIF / IVA
788d805e-12f8-4a11-97fe-0bfce941315e,Label.nmAgentPayOffice,Remittance Agent,Agente Remessa,Agente de Remesas
51a34afc-1387-4c45-be1e-2f7d8ca8d112,Label.nmBundle,Plan,Plano,Plan
d82dfdb2-0acb-4627-b903-056362e19c45,Label.nmCarrierDest,Carrier Destination,Armador Destino,Destino del transportista
f9b196a6-6a59-4ef0-816a-ba4f08082839,Label.nmCarrierOrigin,Carrier Origin,Armador Origem,Origen del transportista
ad25bede-9e1a-45cc-bfc0-af97be9becc3,Label.nmCertificateFriendly,Friendly Name,Nome Amigável,Nombre amigable
ef71dad8-3ff5-4395-8b55-07d91a5d50dd,Label.nmCneeHouse,CNEE (House),CNEE (House),CNEE (Casa)
7c486785-38f1-40e8-9536-b9d2167c182d,Label.nmCneeMaster,CNEE (Master),CNEE (Master),CNEE (Maestro)
a2224847-e689-4159-bbc8-d39e9c3f90a9,Label.nmColoader,Shipowner / Coloader,Armador / Coloader,Propietario del buque / Cargador conjunto
0c6ca01b-9658-42d6-93be-6844ff7bd948,Label.nmColoaderProc,Co-Loader (Editado),Co-Loader (Editado),Co-Loader (Editado)
feb934c1-bae3-41d5-ae71-e1896a2caf13,Label.nmCompany,Name company,Nome da empresa,Nombre de la empresa
a2030655-887b-41f6-9ad0-76d9fa9e2a76,Label.nmCostCenter,Cost center name,Nome do centro de custo,Nombre del centro de costos
10abfb71-8522-46b6-8230-e87bbc59e951,Label.nmCourier,Courier,Courier,Mensajero
8cc1d866-1c7b-424b-b04e-35f34107a39f,Label.nmDepartment,Department Name,Nome do Departamento,Nombre del departamento
6f638504-74b9-457e-84a5-66b26787d114,Label.nmFileSubType,Document type,Tipo de documento,Tipo de documento
9bd88bf5-a2e1-40b5-bca9-ee0e0f3cb57e,Label.nmFinalDestination,Final destination of the process,Dest final do proc,Destino final del proceso
28776ad2-60c1-44d4-8a16-e826d2b58ccd,Label.nmGoods,Goods Name,Nome da Mercadoria,Nombre del producto
7973c9a1-fc42-4d87-8f6b-56fdc0653ce4,Label.nmInsuranceOffice,Insurance Office,Seguradora,Oficina de seguros
670f1e52-b2f1-4140-b2ab-324fa6a15e71,Label.nmLast,Last name,Sobrenome,Apellido
dec8e67e-39c1-4fa2-8e0d-167db37e68bc,Label.nmNotification,Notification title,Título da notificação,Título de notificación
ec5f419d-f980-4e5a-b82e-aab441ac9e07,Label.nmOffice,Office name,Nome do escritório,Nombre de la oficina
1cdf950f-e96a-49e5-84c1-ac15493fe191,Label.nmOrganization,Organization Name,Nome da Organização,Nombre de la organización
e6694a0d-fe15-4d0d-a71e-4cce727753da,Label.nmPayer,Payer name,Nome do pagador,Nombre del pagador
693664af-3d7d-4080-bf14-10055a0dbbcf,Label.nmSalesman2,Salesperson 2,Vendedor 2,Vendedor 2
9c4b40d9-91bb-4ca7-8620-cb1eeca6c855,Label.nmServiceType,Service type,Tipo de serviço,Tipo de servicio
137b0211-c012-43b2-a663-b1c6cd6e154e,Label.nmSubAgent,Sub Agent,Representante,Subagente
001456d2-fbd1-456f-acf6-1a686b862977,Label.nmTemplate,Choose a Template Name,Escolha um Nome para seu Template,Elige un nombre de plantilla
59a99f27-d543-4c7d-bec6-0ed23d274d57,Label.nmThirdPart,Third part name,Nome do terceiro comissionado,Nombre de la tercera parte
6b72a3be-7e42-4eaa-a899-95c00bd13f9a,Label.nmUser,What's your name?,Qual o seu nome?,¿Cuál es tu nombre?
d47c93f7-2d15-40d6-92c0-e45dca741b48,Label.nmUserCreatedOccurrence,User Occurrence (insert),Usuário Ocorrência (criação),Ocurrencia de usuario (insertar)
568a6425-383b-4be6-9af7-5bc6e7575d1f,Label.nmUserOperation,Pre Coordinator,Pré Coordenador,Pre Coordinador
8be0da5e-4e79-4e98-ab96-5d6710439da8,Label.nmVessel,Vessel,Navio,Barco
588ac6e7-b62c-4d65-a732-293fbec8c030,Label.noActiveEnrollments,No active subscription!,Nenhuma assinatura ativa!,¡Sin suscripción activa!
12fba2f5-ccbb-4732-a777-190ad7fb3ea7,Label.noAirlineSelected,No airline selected.,Nenhuma companhia aérea selecionada.,Ninguna aerolínea seleccionada.
1c53cc3c-92b1-4a40-b6df-7f4ea9a9baf6,Label.noApprovedQuotationAvailable,No approved quotation available,Nenhuma cotação aprovada disponível,Cotización no aprobada disponible
9d6a3362-8faa-45f3-b176-2db9fd0fdfa4,Label.noCarrierDestFound,No carrier destination found<br/>Go to the process and set one to continue,Nenhum armador de destino encontrado<br/>Vá para o processo e defina um para continuar,Destino de transportista no encontrado<br/>Ve al proceso y establece uno para continuar
a5fcb6e0-cd42-4a0f-b762-4672fc808e29,Label.noChanges,No changes,Sem alterações,No hay cambios
1d977415-22d7-4a38-bd28-60c885c03e7a,Label.noCharges,No charges found,Nenhuma taxa encontrada,No se encontraron cargos
c7b27228-4ffa-4630-a440-c7d8802ff677,Label.noCneeShipperSelected,No Cnee/Shipper selected,Nenhum Cnee/Shipper selecionado,No se ha seleccionado ningún destinatario/remisor
ed0a506c-d13f-4760-87fe-3c1b1b9f25de,Label.noCompanyCostCenterFound,No cost center percentage defined for this company,Nenhuma porcentagem de centro de custo definida para esta empresa,No se ha definido el porcentaje del centro de costos para esta empresa
c2340eff-c905-4a66-82fa-d714665b6c75,Label.noCostCenterFound,No cost center found,Nenhum centro de custo encontrado,Centro de costos no encontrado
145e6263-2e07-4196-9112-735ac7a2159d,Label.noCostCenterLinked,No cost center linked,Nenhum centro de custo vinculado,Centro de costos no vinculado
6f355300-934e-4bc5-a18f-a69141f4821e,Label.noData,No data,Nenhum dado,Sin datos
2d471b82-ba68-48b5-9584-6d232e41a833,Label.noDataTracking,Filter the processes you want then click submit and select who will be notified.,Filtre o processo desejado então clique em enviar e selecione quem deve ser notificado.,"Filtre los procesos que desee, luego haga clic en enviar y seleccione quién será notificado."
53768a1c-dd1f-4904-9ba0-ae0c71c62abd,Label.noDuplicatedContinue,"Continue, no duplicated data","Continuar, nenhuma duplicidade","Continúa, no hay datos duplicados"
ed1e7670-49e8-42c0-871d-aab8b3e1fb6d,Label.noInfoAvailable,No information available by now.,Nenhuma informação disponível até o momento.,No hay información disponible por ahora.
534ff649-c822-41fb-a7e2-04f61c14ab7f,Label.noLinkedOrganization,No linked organization,Nenhuma organização vinculada,No hay organización vinculada
1c1200f4-d9d1-4cbf-8c68-b43091661e1a,Label.noManifestFound,No manifest found,Nenhum manifesto encontrado,No se encontró el manifiesto
c370888e-f9e9-4ad6-bcbb-b560b24f58ad,Label.noMasterCharges,No charges found in Master,Nenhuma taxa encontrada no Master,No se encontraron cargos en Master
6c08ce00-b557-11ea-9cee-050cb0d707d5,Label.noMasterVolumes,No volumes available in Master,Nenhum volume disponível no Master,No hay volúmenes disponibles en Master
9bd121f3-1ae7-41ae-b45b-b861314fed57,Label.noModalities,No Modalities,Sem Modalidades,Sin Modalidades
844e7556-5411-403e-8347-43054aba981c,Label.noModality,No modality,Sem modalidade,Sin modalidad
941f0592-daa6-45f0-ac25-4bc1b8fe4563,Label.nonConformityDetails,Nonconformity Details,Detalhes da Não Conformidade,Detalles de la no conformidad
a1798260-5c2b-44d8-b55b-c8252fa17f8e,Label.none,None,Nenhum,Ninguno
3e363599-f405-4c9c-8564-3266875927f7,Label.nonManifestedCoShipments,Non Manifested Shipments,Remessas não Manifestadas,Envíos no manifestados
90649b5d-7387-43e2-8ef2-677efb9ed02f,Label.nonProfitable,Non profitable,Non profitable,No rentable / Sin fines de lucro
e9964e72-42a7-42e5-a58f-f3ccc640c534,Label.noOfficeFound,No office found,Nenhum escritório encontrado,No se encontró la oficina
d90c82a9-fbe6-4d58-b87c-a5060cec5d80,Label.noOperations,No operations,Sem operações,Sin operaciones
c169b418-b00b-47a0-8191-d02e0b341f48,Label.noOriginalValue,No original value registered,Nenhum valor original cadastrado,No se registró ningún valor original
752581b0-2dfa-44ec-b5af-731666e4b240,Label.noPayerSelected,No billing information registered,Nenhum dado para faturamento registrado,No se ha registrado información de facturación
f840fe82-6522-4d82-be66-c71128700199,Label.noPlanSelected,There's no auto recharge registered.,Nenhuma recarga automática cadastrada.,No hay recarga automática registrada.
df680813-6049-4699-aeba-6d4b3769a06e,Label.noRegisteredEmail,No resgistered email,Nenhum email registrado,Correo electrónico no registrado
f59c82e0-4882-4f86-a513-9223628db4cb,Label.noResult,No Result found,Nenhum Resultado encontrado,Sin resultados encontrados
4180fdfb-c7db-4e03-9fea-6bf9dd1956fc,Label.noSalesperson,Salesperson not found,Vendedores não encontrados,Vendedor no encontrado
5261be40-da5f-4e3e-924a-f3f070fa02db,Label.notAcceptedDraftDeletion,Informations filled by the client and not accepted will be deleted,Informações lançadas pelo cliente e não aceitas serão deletadas,La información proporcionada por el cliente y no aceptada será eliminada
2a41265a-5c8c-4461-9bd9-3b1de6f8b436,Label.notDelivered,Not returned,Não devolvido,No devuelto
8625dbe3-85e5-4191-96f7-3d08c7d76b07,Label.notes,Notes,Notas / Observações,Notas
e27b034d-6487-4a2d-97f4-7ac0c023b17d,Label.NotificationObject.ArriveNotify,Arrive Notify,Notificação de Chegada,Llegada Notificar
3e697b8a-e413-46bd-9d82-c7c62bf3a755,Label.NotificationObject.CertExpiredNfe,NFe certification validity,Validade do Certificado de NFe,Validez de la certificación de NFe
84f8c10e-c014-4ae4-969b-23b3ef1434b7,Label.NotificationObject.Deadline,Deadline,Deadline,Plazo límite
ed79dc80-dc58-438b-842d-bea8a9172950,Label.NotificationObject.DemurrageWarning,Demurrage Equip. Warning,Aviso de Demurrage,Advertencia de Equipamiento de Demora
4a1665ed-67fc-41c8-a9c8-9d9c8f2a9f6e,Label.NotificationObject.ExpiredQuot,Quotation validity,Validade da Cotação,Validez de la cotización
055f6659-0dec-4e45-8882-f9e917d3813e,Label.NotificationObject.FollowUpQuot,Quotation Followup,Followup de Cotação,Seguimiento de cotización
8135d8c4-12d8-456c-9ed9-57388484a89f,Label.NotificationObject.InvoiceExpiration,Invoice Expiration,Vencimento de Fatura,Vencimiento de factura
f7a6f8cc-71ce-43cd-a6f0-02944eef2d9f,Label.NotificationObject.NetworkingExpiration,Networking Expiration,Vencimento de Networking,Caducidad de la red de contactos
64fbf37c-c02f-4d46-bafe-358ba315d757,Label.NotificationObject.PaymentError,Auto Recharge Error,Erro de Recarga Automática,Error de recarga automática
5d20ae40-9bc4-40c7-89a3-cc41de769d40,Label.notifications,Notifications,Notificações,Notificaciones
8a6e3262-d028-45b9-bb54-87bf0685b7fe,Label.notify,Notify,Notify,Notificar
00265f33-1633-469e-8f13-121d3fa048be,Label.notifyCnee,Notify Party,Notify Party,Parte Notificada
9abc1ea5-0e55-4f14-abfc-f24093fc80ba,Label.notifyMeAbout,Notify me about,Notificar-me sobre,Notifícame acerca de
9cc99a61-255e-427b-8e37-ba4c92d3e85d,Label.notIgnore,Do not ignore,Não ignorar,No ignores
7bc5c1c5-e595-48fe-ad3a-f8e91ba7cd68,Label.notReleased,Not released,Não foi liberado,No publicado
b927d01c-f72a-476d-b578-ab618e3f1c0e,Label.noVolumesInRange,The registered ranges does not include the number of days of this process. Please check the ranges of these volumes.,"As faixas cadastradas não contemplam a quantidade de dias deste processo. Por favor, verifique as faixas destes volumes.","Las gamas registradas no incluyen el número de días de este proceso. Por favor, revise las gamas de estos volúmenes."
60da2e3d-7919-43dc-bace-ca49b4bc4b31,Label.noVolumesWithoutNonManifestedShipments,No volumes with non manifested shipments,Nenhum volume com remessas não manifestadas,No hay volúmenes con envíos no manifestados
dc679234-5362-4359-8a91-7de2715f0a92,Label.noVolumeToBill,No Volume to Bill,Nenhum volume à cobrar,Sin volumen para facturar
bc634e8e-1c33-4771-97e6-a07c6e88e6d9,Label.nowSelectContacts,"Now, select the contacts","Agora, selecione os contatos","Ahora, selecciona los contactos"
8dfcd3d4-8676-11e7-bb31-be2e44b06b34,Label.number,Number,Número,Número
7e8cf49b-23ed-4dcb-8639-0d9ae818c9c9,Label.obAirline,Airline,Companhia Aérea,Aerolínea
b307805f-f9a1-4c1a-854b-890db36eecdb,Label.obColoader,Co-Loader,Co-Loader,Co-Loader
83967acc-07d9-43c0-9f11-57e15527aaf4,Label.obDriver,Driver,Motorista,Conductor
4969214b-7605-4e51-8c9d-83f9250f7d52,Label.obOriginInput,Type the initial place,Digite o local inicial,Escribe el lugar inicial
0d516bed-b609-4954-b2d0-f3eba4ffecb9,Label.obRoadCarrier,Road Carrier,Transportadora,Transportista terrestre
1ce8e9dc-937b-418c-a7ab-b3467d9c1db0,Label.obs,Note,Observação,Nota
cecaae80-354c-4486-9217-45515b6856fa,Label.obsCustomer,Customer Note,Observação do Cliente,Nota del cliente
1d83debf-f832-4620-90d5-ab7893f33342,Label.obsForCustomer,Notes for the customer,Observações para o cliente,Notas para el cliente
6ab38114-d5b2-490f-9028-3f89a0dd4038,Label.obsFromForwarder,Notes from the freight forwarder,Observações do agente de carga,Notas del agente de carga
214e5bdf-4fbd-484d-a255-40414bd88734,Label.obsInternal,Internal Note,Observação Interna,Nota interna
437e195d-8f7b-4212-b46b-8b41f0941f08,Label.obsPrintTerms,"Notes, Remarks, Conditions and Terms - Printed on Documents","Observações, Notas, Condições e Termos - Impresso nos Documentos","Notas, observaciones, condiciones y términos - Impresos en documentos"
7ca5b4fd-0429-4f02-b770-dbe1fed0f182,Label.obsSubAgent,Obs Sub Agent,Obs Representante,Agente Subordinado de Observación
119b8409-2432-4e6b-877b-d1cb61b2dc16,Label.obSupplier,Supplier,Fornecedor,Proveedor
7ecc5f68-233a-4754-9d9f-c011bc891bae,Label.obSupplierContact,Supplier Contact,Contato do Fornecedor,Contacto del proveedor
31db447b-cac3-4fd8-ad37-bcf61f6449df,Label.obSupplierEmpty,"The field ""Receive from"" is empty, click here to fix","O campo ""Receber de"" Está vazio, Clique aqui para corrigir","El campo ""Recibir de"" está vacío, haz clic aquí para solucionarlo"
f0fb069c-7f35-4903-834c-9d7118a739d5,Label.occurence,Occurrence,Ocorrência,Ocurrencia
704c7401-801d-425d-b8b1-92080571cc3a,Label.occurrences,Occurrences,Ocorrências,Ocurrencias
0bd42cf2-be6e-42fb-ad15-66975c0adc8e,Label.office,Office,Escritório,Oficina
b857f480-a487-4d26-9406-94ab1467c7ad,Label.OfficeAddressL1,Address Line 1,Endereço Linha 1,Línea de dirección 1
bb7bd7b2-c87c-48f8-a709-380661d6d56d,Label.OfficeAddressL2,Address Line 2,Endereço Linha 2,Línea de dirección 2
ea965831-dc8f-4d34-b6aa-0166303282da,Label.office-bank-transaction,Bank Transactions,Transações Bancárias,Transacciones bancarias
c2ad0942-1cf0-4774-80b3-102bc69efe00,Label.officeConfig,Office Settings,Configurações do Escritório,Configuraciones de Oficina
3b734c61-6638-4572-8be9-d9de78311633,Label.officeDefinition,"The Office is a <b>point of presence for your Company</b>. At this time, the most correct is you <b>register your main office/headquarters</b>.","O Escritório é um <b>ponto de atuação da sua Empresa</b>. Neste momento, o mais correto é você <b>cadastrar seu escritório principal/matriz</b>.","La Oficina es un <b>punto de presencia para su empresa</b>. En este momento, lo más correcto es que <b>registre su oficina principal/sede</b>."
15795d9e-d3db-4b48-a915-8c73a73f9b53,Label.OfficeDocumentation,Office Documents,Escritório Documentos,Documentos de Oficina
3b84e4ad-f1cf-4c21-9022-02707f8c5360,Label.officeEditing,Office Editing,Edição de Escritório,Edición de oficina
45dd9905-007c-40ed-8f47-b2e247f3e2ad,Label.OfficeFax,Fax,Fax,Fax (en español: fax)
553a6ff1-d16b-4911-b86a-c6bff9c34da2,Label.OfficeInttraCredentials,Office Inttra Credentials,Credenciais do Escritório no Inttra,Credenciales de Office Inttra
af4ddb2d-5071-4bd7-b6dd-ed14c546b01f,Label.officeLevel,Office Level,Nível de Escritório,Nivel de oficina
83aa8f6d-0fe0-4565-935f-6b44a21d4a41,Label.officeMenuColor,Menu Color for this Office,Cor do Menu neste Escritório,Color del menú para esta oficina
33d34d78-6d02-48c8-b54e-e0c785d10796,Label.OfficePhone,Phone,Telefone,Teléfono
1cae7cbb-d47c-4fa3-b68d-ee1b342ccd61,Label.officeRegister,Office register,Cadastro do escritório,Registro de oficina
d22659b2-d00a-4f98-8508-18f1e2d054db,Label.officeRequiredContext,"To operate this company, it must have at least one office configured.","Para operar esta empresa, é necessário que a mesma tenha ao menos um escritório configurado.","Para operar esta empresa, debe tener al menos una oficina configurada."
ec57c312-0fab-4a04-9dd2-023a710ca08f,Label.offices,Offices,Escritórios,Oficinas
2f9c16a2-c657-46cd-9974-9635dcdf6fdf,Label.officeSelect,Select Office,Selecione o Escritório,Seleccionar Oficina
fb6f9caa-b9b2-46bd-b424-c267dde5877d,Label.office-sendcargo-insurance-profit,Insurance Profit (Send),Lucro Seguros (Send),Beneficio del seguro (Enviar)
5817f6a5-2176-4bde-a1e5-8e5db190a117,Label.office-sendcargo-process-profit,Process Profit (Send),Lucro Processos (Send),Proceso de Ganancia (Enviar)
